,Text
1489,"['*1*', 'kps', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Bombay', 'Ordinary', 'Original', 'Civil', 'Jurisdiction', 'Sales', 'Tax', 'Appeal', 'No.2', 'Of', '2009', '(Vat', 'Appeal', 'No.2/2009)', 'M/s', 'R.K.Rim', 'Pvt.Ltd.', '..Appellant', '-Versus-', 'The', 'Commissioner', 'of', 'Sales', 'Tax,', 'Mumbai', 'and', 'another.', '..Respondents', '...........', 'Mr.V.A.Patkar', 'with', 'Mr.M.M.Vaidya,', 'for', 'the', 'Appellant.', 'Mr.V.A.Sonpal,', '""A""', 'Panel', 'Counsel', 'for', 'the', 'Respondents/Revenue.', '..........', 'Coram', ':', 'V.C.Daga', '&', 'K.K.Tated,', 'Jj.', '{Closed', 'for', 'orders', ':', '16th', 'April,', '2010', 'Pronounced', 'on', ':', '06th', 'May,', '2010}', 'Judgment']"
1490,"['Petitioner:', 'Anant', 'Mills', 'Co.', 'Ltd.', 'Vs.', 'Respondent:', 'State', 'Of', 'Gujarat', '&', 'Ors.', 'Date', 'Of', 'Judgment']"
1491,"['In', 'The', 'Supreme', 'Court', 'Of', 'India', 'Civil', 'Appellate', 'Jurisdiction', 'Civil', 'Appeal', 'No.', '1313', 'Of', '2008', '(Arising', 'out', 'of', 'Slp', '[C]', 'No.18330/2006)', 'K.Manjusree', '...', 'Appellant', 'Vs.', 'State', 'of', 'A.P.', '&', 'Anr.', '....', 'Respondents', 'With', 'Wp', '[C]', 'Nos.51/2007', 'and', '97/2007', '&', 'Slp', '[C]', 'No.[CC', 'Nos.7188-89/2007]', 'Judgment']"
1492,"['Case', 'No.:', 'Appeal', '(civil)', '1508', 'of', '2003', 'Petitioner:', 'Mahindra', 'And', 'Mahindra', 'Ltd.', 'Respondent:', 'N.B.', 'Narawade', 'Date', 'Of', 'Judgment']"
1493,"['Wa-305-2007', '(Purushottam', 'Lal', 'Vs', 'The', 'State', 'Of', 'Madhya', 'Pradesh)', '15-10-2015', 'High', 'Court', 'Of', 'Madhya', 'Pradesh', 'Principal', 'Seat', 'At', 'Jabalpur', 'Writ', 'Appeal', 'No.305/2007', 'Purushottam', 'Lal', 'and', 'others', 'Vs.', 'State', 'of', 'M.P.', '&', 'Others', 'Present:', 'Honâ\x80\x99ble', 'Shri', 'Rajendra', 'Menon,', 'J.', '&', ""Hon'ble"", 'Shri', 'C.', 'V.', 'Sirpurkar,', 'J.', '______________________________________________________', 'Shri', 'Vivek', 'Tankha,', 'learned', 'Senior', 'Counsel', 'with', 'Shri', 'Varun', 'K.', 'Chopra,', 'Shri', 'Akshay', 'Sapre,', 'for', 'the', 'appellants.', 'Shri', 'Swapnil', 'Ganguly,', 'learned', 'Govt.', 'Adv.,', 'for', 'the', 'respondents', 'State.', 'Ku.', 'Anjali', 'Banerjee,', 'learned', 'counsel', 'for', 'M.P.', 'Housing', 'Board.', '_________________________________________________', 'Judgment']"
1494,"['Case', 'No.:', 'Appeal', '(crl.)', '1129', 'of', '2004', 'Petitioner:', 'Kalyan', 'Chandra', 'Sarkar', 'Respondent:', 'Rajesh', 'Ranjan', '@', 'Pappu', 'Yadav', '&', 'Anr.', 'Date', 'Of', 'Judgment']"
1495,"['1', 'In', 'The', 'High', 'Court', 'Of', 'Karnataka', 'At', 'Bangalore', 'Dated', 'This', 'The', '10Th', 'Day', 'Of', 'June', '2013', 'Before', 'The', ""Hon'Ble"", 'Mr.', 'Justice', 'B.V.Pinto', 'Crl.A.No.538/2006', 'Between:', '1.', 'Srinivasa', 'Reddy,', 'S/o', 'Thimma', 'Reddy,', 'Aged', 'about', '27', 'years', '2.', 'Smt.Munirathnamma', 'w/o', 'Thimma', 'Reddy,', 'Aged', 'about', '48', 'years', '3.', 'Smt.Lakshmamma', 'W/o', 'Radhakrishna', 'Reddy,', 'Aged', 'about', '30', 'years', '4.', 'Nagaraju', 'S/oThimma', 'Reddy,', 'Aged', 'about', '34', 'years', '5.', 'Varadaraju', 's/o', 'Thimma', 'Reddy,', 'Aged', 'about', '31', 'years', 'All', 'are', 'residing', 'at', 'Vishweshwara', 'extension,', 'Tahlirase,', 'Anekal', 'Town,', 'Bangalore', 'District.', '(appellant', 'No.1', 'to', '5', 'Are', 'in', 'judicial', 'custody)', '...', 'Appellants', '[By', 'Sri.C.H.Hanumantharaja', '&', 'Sri.R.P.Chandrashekar,', 'Advs.]', '2', 'And:', 'State', 'of', 'Karnataka', 'by', 'Police', 'Inspector,', 'Anti', 'Dowry', 'Cell,', 'Cod,', 'Anekal', 'Police', 'Station,', 'Bangalore', 'Rural', 'District.', '...', 'Respondent', '[By', 'Sri.G.M.Srinivasa', 'Reddy,', 'Government', 'Pleader]', 'This', 'Crl.A.', 'is', 'filed', 'under', 'Section', '374', 'of', 'Cr.P.C.', 'against', 'the', 'judgment', 'dated', '3.3.2006', 'passed', 'by', 'the', 'P.O.,', 'Ftc-Iii,', 'Bangalore', 'Rural', 'District,', 'Bangalore', 'in', 'S.C.No.16/05,', 'convicting', 'the', 'appellants', '/', 'accused', 'for', 'the', 'offences', 'punishable', 'under', 'Sections', '498-A', '&', '304-B', 'of', 'Ipc', 'etc.', 'This', 'appeal', 'coming', 'on', 'for', 'final', 'hearing', 'this', 'day,', 'the', 'Court', 'delivered', 'the', 'following:', 'Judgment']"
1496,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Madras', 'Dated:7.01.2009', 'Coram:', 'The', 'Honourable', 'Mr.Justice', 'M.Venugopal', 'C.R.P.(PD).No.3324', 'of', '2008', 'and', 'M.P.Nos.1', '&', '2', 'of', '2008', 'N.Lakshmana', 'Doss', '...', 'Petitioner', 'Vs.', '1.The', 'Secretary', 'to', 'Government', 'of', 'Tamil', 'Nadu', 'Department', 'of', 'registration,', 'Fort', 'St.', 'George,', 'Chennai-08.', '2.The', 'Inspector', 'General', 'of', 'Registration,', 'Department', 'of', 'registration,', 'Fort', 'St.', 'George,', 'Chennai-08.', '3.The', 'District', 'Registrar', 'of', 'Societies,', 'Madurai', 'North,', 'Madurai.', '4.The', 'Returning', 'Officer,', 'Madurai', 'District', 'Tiny', 'and', 'small', 'Scale', 'Industries', 'Associations', '(Maditssia),', 'No.1-A-44,', 'Dr.Ambedkar', 'Road,', 'Madurai-20.', '5.The', 'Secretary,', 'Madurai', 'District', 'Tiny', 'and', 'small', 'Scale', 'Industries', 'Associations', '(Maditssia),', 'No.1-A-44,', 'Dr.Ambedkar', 'Road,', 'Madurai-20.', '6.A.K.B.Nawas', 'Babu', '...', 'Respondents', 'Prayer:', 'Petition', 'filed', 'under', 'Article', '227', 'of', 'the', 'Constitution', 'of', 'India', 'praying', 'to', 'set', 'aside', 'the', 'order', 'passed', 'in', 'I.A.No.13528', 'of', '2008', 'in', 'O.S.No.5602', 'of', '2008', 'on', 'the', 'file', 'of', 'the', 'Xii', 'Assistant', 'City', 'Civil', 'Court,', 'Chennai', 'dated', '18.08.2008.', 'For', 'Petitioner', ':', 'Mr.Silambannan', 'for', 'M/s.D.Saravanan', 'For', 'Rr', '1,2', '&', '3', ':', 'Mrs.P.Shanthi', 'Rakkappan,', 'G.A.', 'For', 'Rr', '4', '&', '5', ':', 'Mr.S.Parthasarathy,', 'S.C.', 'For', 'Mr.M.Ravishankar', 'For', 'Rr', '6', ':', 'Mr.V.Lakshmi', 'Narayanan', 'for', 'M/s.S.Congious', 'Elango', 'Order']"
1497,"['Petitioner:', 'Union', 'Of', 'India', '&', 'Ors.', 'Vs.', 'Respondent:', 'Godfrey', 'Philips', 'India', 'Ltd.', 'Etc.', 'Etc.', 'Date', 'Of', 'Judgment']"
1498,"['1', 'High', 'Court', 'Of', 'Madhya', 'Pradesh', ':', 'Indore', 'Before', 'Division', 'Bench:', 'Justice', 'P.K.', 'Jaiswal', 'Justice', 'Alok', 'Verma', 'Cr.A.', 'No.717/2011', 'Shakir', 'vs', 'The', 'State', 'of', 'Madhya', 'Pradesh', '------------------------------------------------------------------------------------------------', 'Presence', ':', 'For', 'appellant', ':', 'Shri', 'Ashish', 'Sharma,', 'Advocate', 'For', 'respondent', ':', 'Shri', 'Deepak', 'Rawal,', 'learned', 'Dy.', 'A.G.', 'for', 'the', 'respondent/State.', '------------------------------------------------------------------------------------------------', 'Cr.A.', 'No.601/2011', 'Shahadat', 'vs', 'The', 'State', 'of', 'Madhya', 'Pradesh', '------------------------------------------------------------------------------------------------', 'Presence', ':', 'For', 'appellant', ':', 'Shri', 'Gaurav', 'Shrivastava,', 'Advocate', 'For', 'respondent', ':', 'Shri', 'Deepak', 'Rawal,', 'learned', 'Dy.', 'A.G.', 'for', 'the', 'respondent/State.', '------------------------------------------------------------------------------------------------', 'Judgment']"
1499,"['Petitioner:', 'Union', 'Of', 'India', 'Vs.', 'Respondent:', 'Ram', 'Charan', '&', 'Others', 'Date', 'Of', 'Judgment']"
1500,"['Case', 'No.:', 'Appeal', '(crl.)', '1315', 'of', '2005', 'Petitioner:', 'Nallapati', 'Sivaiah', 'Respondent:', 'Sub-Divisional', 'Officer,', 'Guntur,', 'A.P.', 'Date', 'Of', 'Judgment']"
1501,"['In', 'the', 'High', 'Court', 'of', 'Judicature', 'at', 'Madras', 'Dated', ':', '02..12..2006', 'C', 'O', 'R', 'A', 'M', 'The', 'Honourable', 'Mrs.', 'Justice', 'Prabha', 'Sridevan', 'Writ', 'Petition', 'Nos.23581', 'to', '23584', 'of', '2006', 'Selvi', 'J.', 'Jayalalitha', '..', 'Petitioner', 'in', 'W.P.', 'No.23581', 'of', '2006', 'V.K.', 'Sasikala', '..', 'Petitioner', 'in', 'W.P.', 'No.23582', 'of', '2006', 'M/s.', 'Sasi', 'Enterprises,', '14,', 'Parsn', 'Manere,', '602,', 'Anna', 'Salai,', 'Chennai-6,', 'rep.', 'by', 'its', '..', 'Petitioner', 'in', 'W.P.', 'Nos.', 'Partner', 'V.K.', 'Sasikala.', '23583', 'and', '23584', 'of', '2006', 'Versus', '1.', 'The', 'Union', 'of', 'India,', 'Rep.', 'by', 'its', 'Secretary,', 'Finance', 'Department,', 'North', 'Block,', 'New', 'Delhi-110', '001.', '2.', 'The', 'Commissioner', 'of', 'Income', 'Tax,', 'Central', 'Circle', 'Ii(2),', 'Chennai-34.', '3.', 'The', 'Asst.', 'Commissioner', 'of', 'Income', 'Tax,', 'Central', 'Circle', 'Ii(2),', '..', 'Respondents', 'in', 'Chennai-34.', 'all', 'the', 'Writ', 'Petitions', '-', '-', '-', '-', '-', 'Prayer', ':', 'Writ', 'Petitions', 'filed', 'under', 'Article', '226', 'of', 'the', 'Constitution', 'of', 'India', 'seeking', 'to', 'issue', 'writs', 'of', 'declaration', 'to', 'declare', 'that', 'Section', '278E', 'of', 'the', 'Income', 'Tax', 'Act,', '1961', 'is', 'ultra', 'vires,', 'illegal,', 'unreasonable', 'and', 'unconstitutional,', 'repugnant', 'to', 'the', 'Constitution', 'of', 'India.', '-', '-', '-', '-', '-', 'For', 'Petitioners', ':', 'Mr.', 'Guru', 'Krishnakumar', 'and', 'Mr.', 'Subramanium', 'Prasad', 'for', 'Mr.', 'N.', 'Jothi,', 'Assisted', 'by', 'Mr.', 'L.G.', 'Shanmugha', 'Sundaram,', 'Mr.', 'A.', 'Kandasamy', 'and', 'Mr.', 'V.', 'Karthikeyan.', 'For', 'Respondents', ':', 'Mr.', 'Gopal', 'Subramaniam,', 'Additional', 'Solicitor', 'General', 'of', 'India,', 'Assisted', 'by', 'Mr.', 'K.', 'Ramasamy,', 'Senior', 'Public', 'Prosecutor', 'for', 'I.T.', 'Cases,', 'Mr.', 'S.', 'Rajappa', 'and', 'Mr.', 'P.', 'Wilson,', 'Asst.', 'Solicitor', 'General', 'of', 'India.', '-', '-', '-', '-', '-', 'O', 'R', 'D', 'E', 'R']"
1502,"['Case', 'No.:', 'Appeal', '(civil)', '8161-8162', 'of', '2003', 'Appeal', '(civil)', '8163-8164', 'of', '2003', 'Petitioner:', 'Union', 'of', 'India', 'and', 'Anr.', 'Respondent:', 'Azadi', 'Bachao', 'Andolan', 'and', 'Anr.', 'Date', 'Of', 'Judgment']"
1503,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Madras', 'Dated:-', '12.10.2006', 'Coram:-', 'The', 'Honourable', 'Mr.', 'Justice', 'P.Sathasivam', 'and', 'The', 'Honourable', 'Mr.', 'Justice', 'S.Manikumar', 'Crl.O.P.', 'No.21432', 'of', '2002', 'Manjula', '...', 'Petitioner', 'vs.', 'M/s.Colgate', 'Palmolive', '(India)', 'Limited,', 'represented', 'by', 'its', 'authorised', 'signatory', 'T.Harikumar.', '...', 'Respondent', 'Criminal', 'Original', 'Petition', 'filed', 'to', 'call', 'for', 'the', 'records', 'relating', 'to', 'Cc', 'No.1130', 'of', '2002,', 'on', 'the', 'file', 'of', 'the', 'Viii', 'Metropolitan', 'Magistrate,', 'George', 'Town,', 'Chennai,', 'and', 'quash', 'the', 'same.', 'For', 'Petitioner', ':', 'Mr.K.Kannan', 'For', 'Respondent', ':', 'Mr.M.L.Joseph,', 'for', 'M/s.Surana', '&', 'Surana', 'Mr.M.Babu', 'Muthu', 'Meeran,', 'Additional', 'Public', 'Prosecutor,', 'to', 'assist', 'the', 'Court.', '-', '-', '-', '-', '-', 'Judgment']"
1504,"['Petitioner:', 'Dr.', 'Ram', 'Manohar', 'Lohia', 'Vs.', 'Respondent:', 'State', 'Of', 'Bihar', 'And', 'Others', 'Date', 'Of', 'Judgment']"
1505,"['Pvr', '1/17', 'apl23-13-wp3739-11grp.sxw', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Bombay', 'Criminal', 'Appellate', 'Jurisdiction', 'Criminal', 'Writ', 'Petition', 'No.3739', 'Of', '2011', 'Shyambahadur', 'Purshottam', 'Sharma.', '...Petitioner', 'vs.', '1.Shri.Sudhakar', 'Narshu', 'Poojary.', '2.State', 'of', 'Maharashtra', '...Respondents', 'With', 'Criminal', 'Writ', 'Petition', 'No.3740', 'Of', '2011', 'Shyambahadur', 'Purshottam', 'Sharma.', '...Petitioner', 'vs.', '1.Shri.Sudhakar', 'Narshu', 'Poojary.', '2.State', 'of', 'Maharashtra', '...Respondents', 'With', 'Criminal', 'Writ', 'Petition', 'No.3741', 'Of', '2011', 'Shyambahadur', 'Purshottam', 'Sharma.', '...Petitioner', 'vs.', '1.Shri.Bhupen', 'Tokarshi', 'Gala', '2.State', 'of', 'Maharashtra', '...Respondents', 'With', 'Criminal', 'Writ', 'Petition', 'No.3742', 'Of', '2011', 'Shyambahadur', 'Purshottam', 'Sharma.', '...Petitioner', 'vs.', '1.Shri.Bhupen', 'Tokarshi', 'Gala', '2.State', 'of', 'Maharashtra', '...Respondents', 'With', 'Criminal', 'Application', 'u/Sec.482', 'No.23', 'Of', '2013', 'and', 'Criminal', 'Application', 'u/Sec.482', 'No.24', 'Of', '2013', 'Deepak', 'Sevantilal', 'Javeri', '...Applicant', 'vs.', '1.M/s.Alpha', 'Exports', '2.The', 'State', 'of', 'Maharashtra', '...Respondents', '---', 'Pvr', '2/17', 'apl23-13-wp3739-11grp.sxw', 'Mr.Niranjan', 'Mundargi', '@', 'Mr.H.H.Nagi', 'i/b.', 'M/s.H.H.Nagi', '&', 'Associates,', 'for', 'Petitioner', 'in', 'W.P.nos.3739', 'of', '2011', 'to', '3742', 'of', '2011.', 'Mr.Ashish', 'Mehta', '@', 'Mr.Mehul', 'A.Rathod,', 'for', 'the', 'Applicant', 'in', 'Apl', 'nos.23', 'of', '2013', 'and', '24', 'of', '2013.', 'Mr.Jatin', 'P.Shah,', 'for', 'Respondent', 'no.1', 'in', 'W.P.nos.3739', 'of', '2011', 'to', '3742', 'of', '2011.', 'Mr.Hemant', 'Jain', '-', 'in', 'person-', 'Representative', 'of', 'Respondent', 'no.1-M/s.Alpha', 'Exports', 'present', 'in', 'Court', 'in', 'Apl', 'nos.23/2013', '&', '24/2013.', 'Mr.A.R.Patil,', 'App', 'for', 'State-Respondent', 'no.2.', 'Mr.Murtaza', 'Najmi,', 'Amicus', 'Curie.', '---', 'ig', 'Coram', ':', 'K.U.Chandiwal,', 'J.', 'Reserved', 'On', ':', '22nd', 'August,', '2013.', 'Pronounced', 'On', ':', '23rd', 'August,', '2013', '---', 'Judgment']"
1506,"['Petitioner:', 'S.', 'L.', 'Goswami', 'Vs.', 'Respondent:', 'State', 'Of', 'Madhya', 'Pradesh', 'Date', 'Of', 'Judgment']"
1507,"['Fir', 'No.', '124/06', 'State', 'Vs.', 'Sunil', 'Kumar', 'U/s.', '279/304A', 'Ipc', '&', '185', 'Mv', 'Act', 'Ps:', 'Keshav', 'Puram', 'In', 'The', 'Court', 'Of', 'Sh.', 'Viplav', 'Dabas', 'Mm\xad4(North', 'West)', 'Rohini', 'Courts', 'Delhi', 'Fir', 'No.', '124/06', 'State', 'Vs.', 'Sunil', 'Kumar', 'U/s.', '279/304A', 'Ipc', '&', '185', 'Mv', 'Act', 'Ps:', 'Keshav', 'Puram', 'Case', 'Id', 'No.', '02404R0381922006', 'Date', 'of', 'Institution', 'of', 'case', ':', '21.12.2006', 'Date', 'of', 'Judgment', ':', '31.10.2014', 'Judgment']"
1508,"['The', 'Honble', 'Sri', 'Justice', 'U.', 'Durga', 'Prasad', 'Rao', 'M.A.C.M.A', 'No.3149', 'of', '2009', '28-04-2014', 'United', 'India', 'Insurance', 'Co.', 'Ltd.....', 'Appellant', 'Y.Padmaja', 'Vani', 'and', 'others..', 'Respondents', 'Counsel', 'for', 'Appellant', ':', 'Sri', 'V.', 'Sambasiva', 'Rao', 'Counsel', 'for', 'Respondent', 'No.3:', 'Sri', 'Posani', 'Venkateswarlu', '<Gist:', '>Head', 'Note:', '?', 'Cases', 'referred:', '1)2001', '(1)', 'Alt', '495', '2)2014(1)', 'Ald', '111', '(Sc)', '3)2011', '(6)', 'Alt', '321', '=', 'Laws', '(Aph)', '2010-7-52', '4)Laws', '(Sc)', '2013-8-57', '5)(2002)', '7', 'Supreme', 'Court', 'Cases', '456', '6)', 'Air', '2012', 'Sc', '86', 'The', 'Honble', 'Sri', 'Justice', 'U.', 'Durga', 'Prasad', 'Rao', 'M.A.C.M.A.', 'No.3149', 'of', '2009', 'Judgment']"
1509,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Madras', 'Dated', ':', '22-08-2008', 'Coram', 'The', 'Honourable', 'Mr.', 'Justice', 'P.K.', 'Misra', 'And', 'The', 'Honourable', 'Mr.', 'Justice', 'K.', 'Mohan', 'Ram', 'O.S.A.NOs.377', '&', '378', 'Of', '2001', 'M/s.', 'Perfect', 'Automotive', 'Components,', '216,', 'Hans', 'Bhawan,', 'Bahadur', 'Shah', 'Zafar', 'Marg,', 'New', 'Delhi', '110', '002.', '..', 'Appellant', 'in', 'OSA.No.377', 'of', '2001', 'M/s.', 'Pricol', 'Lubricants', '(India)', 'Pvt.', 'Ltd.,', '216,', 'Hans', 'Bhawan,', 'Bahadur', 'Shah', 'Zafar', 'Marg,', 'New', 'Delhi', '110', '002.', '..', 'Appellant', 'in', 'OSA.No.378', 'of', '2001', 'Vs.', 'M/s.', 'Premier', 'Instruments', '&', 'Controls', 'Ltd.,', 'No.6,', 'Church', 'Lane,', 'Ritherdon', 'Road,', 'Vepery,', 'Madras', '7.', '..', 'Respondent', 'in', 'both', 'OSAs', 'Appeals', 'filed', 'under', 'Order', '36', 'Rule', '1', 'of', 'the', 'O.S.', 'Rules', 'and', 'Clause', '15', 'of', 'the', 'Letters', 'Patent', 'against', 'the', 'common', 'judgment', 'dated', '3.2.2000', 'passed', 'in', 'C.S.Nos.534', '&', '535', 'of', '1993', 'passed', 'by', 'the', 'learned', 'single', 'Judge.', 'For', 'Appellant', 'in', ':', 'M/s.V.', 'Nataraj', 'both', 'OSAs', 'B.', 'Giridhar', 'Rao', 'For', 'Respondent', 'in', 'both', 'OSAs', ':', 'Mrs.', 'Gladys', 'Daniel', '-', '-', '-', 'Common', 'Judgment']"
1510,"['Reportable', 'In', 'The', 'Supreme', 'Court', 'Of', 'India', 'Criminal', 'Appellate', 'Jurisdiction', 'Criminal', 'Appeal', 'No.2094', 'Of', '2011', '(Arising', 'out', 'of', 'Slp', '(Crl.)', 'No.9919', 'of', '2010)', 'Shiji', '@', 'Pappu', 'and', 'Ors.', '...Appellants', 'Versus', 'Radhika', 'and', 'Anr.', '...Respondents', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
1511,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Patna', 'Second', 'Appeal', 'No.33', 'of', '2007', 'Against', 'the', 'judgment', 'and', 'decree', 'dated', '13.11.2006', 'passed', 'by', 'the', 'learned', 'Additional', 'District', 'Judge', '-', '7th', 'Patna', 'in', 'Title', 'Appeal', 'No.', '60', 'of', '2006', 'dismissing', 'the', 'appeal', 'and', 'confirming', 'the', 'judgment', 'and', 'decree', 'dated', '3.5.2006', 'passed', 'by', 'Sub', 'Judge-3rd,', 'Patna', 'in', 'Title', 'Suit', 'No.', '69', 'of', '2006.', '===========================================================', 'Dilip', 'Gupta', '&', 'Anr.', '....', '....', 'Plaintiffs-Appellants-Appellants', 'Versus', 'Debashish', 'Palit', '&', 'Ors.', '....', '....', 'Defendants-Defendants-Respondents', '===========================================================', 'Appearance', ':', 'For', 'the', 'Appellants', ':', 'Mr.', 'J.S.', 'Arora,', 'Advocate.', 'Mr.', 'Bhuwaneshwar', 'Prasad,', 'Advocate.', 'For', 'respondent', 'No.1.', ':', 'Mr.', 'Ganpati', 'Trivedi,', 'Advocate.', 'Mr.', 'Madan', 'Mohan,', 'Advocate.', 'Mr.', 'R.', 'K.', 'Sinha', 'No.2,', 'Advocate.', 'Mr.', 'Manoj', 'Kumar', 'Pandey,', 'Advocate.', 'For', 'respondent', 'Nos.', '10,', '11', '&', '12', ':', 'Mr.', 'Siddheshwari', 'Prasad', 'Sinha,', 'Sr.', 'Advocate.', 'Mr.', 'Srinandan', 'Prasad', 'Singh,', 'Advocate.', 'Mr.', 'Krishan', 'Kumar', 'Sinha,', 'Advocate', 'with', 'him.', '===========================================================', 'Coram:', 'Honourable', 'Mr.', 'Justice', 'Mungeshwar', 'Sahoo', 'Cav', 'Judgment']"
1512,"['Petitioner:', 'Sutlej', 'Cotton', 'Mills', 'Ltd.', 'Vs.', 'Respondent:', 'Commr.', 'Of', 'Income', 'Tax,', 'West', 'Bengal,', 'Calcutta', 'Date', 'Of', 'Judgment']"
1513,"[':1:', 'In', 'The', 'High', 'Court', 'Of', 'Karnataka', 'At', 'Bangalore', 'Dated', 'This', 'The', '27Th', 'Day', 'Of', 'June', '2012', 'Before', 'The', ""Hon'Ble"", 'Mr.Justice', 'K.N.Keshavanarayana', 'MFA.No.11358', 'Of', '2008', '(Mv)', 'C/w', 'MFA.No.1397', 'Of', '2009', '(Mv)', 'In', 'MFA.No.11358/08', 'Between:', 'Bajaj', 'Allianz', 'General', 'Insurance', 'Co.Ltd.,', 'No.105-A', 'to', '107-A,', 'Cears', 'Plaza,', '136,', 'Residency', 'Road,', 'Bangalore-560', '025.', 'Represented', 'by', 'its', 'Senior', 'Legal', 'Executive', 'Smt.Geetha', 'Raj,', 'R.O.', 'Bangalore.', '...', 'Appellant', '[By', 'Sri.D.Vijaya', 'Kumar,', 'Advocate]', 'And:', '1.', 'Sri.B.R.Basavaraj,', 'S/o', 'Rudrappa', 'Banakar,', 'Aged', 'about', '35', 'years,', 'Ayurvedic', 'Doctor,', '(B.H.M.S.)', 'Residing', 'at', 'Kundur', 'Village,', 'Honnali', 'Taluk.', '2.', 'Sri.Shivappa.B.,', 'S/o', 'Bharamappa,', 'Aged', 'about', '43', 'years,', 'Residing', 'at', 'Bisleri', 'Village,', 'Davangere', 'Taluk.', ':2:', '3.', 'Sri.H.Mallikarjuna,', 'S/o', 'G.Halappa,', 'Aged', 'about', '38', 'years,', 'Residing', 'at', 'Lokikere', 'Village,', 'Near', 'Vijaya', 'Bank,', 'Davangere', 'Taluk.', '(Owner', 'of', 'M.C)', '....Respondents', '[By', 'Sri.V.Mahesha,', 'Advocate', 'for', 'R-1;', 'Respondent', 'Nos.', '2', 'and', '3', 'are', 'served', 'but', 'unrepresented]', 'This', 'Miscellaneous', 'First', 'Appeal', 'is', 'filed', 'under', 'Section', '173', '(1)', 'of', 'Mv', 'Act,', 'against', 'the', 'judgment', 'and', 'award', 'dated', '25.10.2008', 'passed', 'in', 'Mvc', 'No.189/2006', '(Old', 'No.641/2006)', 'on', 'the', 'file', 'of', 'the', 'Civil', 'Judge', '(Sr.Dn)', 'and', 'Motor', 'Accident', 'Claims', 'Tribunal,', 'Harihar,', 'awarding', 'a', 'compensation', 'of', 'Rs.2,01,000/-', 'with', 'interest', 'at', '6%', 'p.a.', 'from', 'the', 'date', 'of', 'petition', 'till', 'payment.', 'In', 'MFA.No.1397/09', 'Between:', 'B.R.Basavaraj,', 'S/o', 'Rudrappa', 'Banakar,', 'Aged', 'about', '34', 'years,', 'Ayurvedic', 'Doctor,', '(B.H.M.S.)', 'Residing', 'at', 'Kundur', 'Village,', 'Honnali', 'Taluk,', 'Davanagere.', '....Appellant', '[By', 'Sri.V.Mahesha', 'for', 'Sri.A.Hanumanthappa,', 'Advocates]', ':3:', 'And:', '1.', 'Shivappa.B.,', 'S/o', 'Bharamappa,', 'Driver', 'of', 'Motor', 'Bike', 'Bearing', 'No.KA-17/V-632,', 'Hero', 'Honda', 'Splendor,', 'Residing', 'at', 'Bisleri', 'Village,', 'Davangere.', '2.', 'H.Mallikarjuna,', 'S/o', 'Halappa,', 'Aged', 'Major,', 'Residing', 'at', 'Lokikere', 'Village,', 'Near', 'Vijaya', 'Bank,', 'Davangere', 'Taluk.', '(Owner', 'of', 'the', 'vehicle', 'Bearing', 'No.KA-17/V-632,', 'Hero', 'Honda', 'Splendor)', '3.', 'Bajaj', 'Allianz', 'General', 'Insurance', 'Co.Ltd.,', 'No.105-A,', 'I', 'Floor,', 'Cears', 'Plaza,', '136,', 'Residency', 'Road,', 'Bangalore.', '...Respondents', '[By', 'Sri.D.Vijaya', 'Kumar,', 'Advocate', 'for', 'R-3;', 'Respondent', 'No.', '2', 'is', 'served', 'and', 'unrepresented;', 'Notice', 'to', 'R-1', 'is', 'dispensed', 'with', 'vide', 'order', 'dated', '6.3.2012]', 'This', 'Miscellaneous', 'First', 'Appeal', 'is', 'filed', 'under', 'Section', '173', '(1)', 'of', 'Mv', 'Act,', 'against', 'the', 'judgment', 'and', 'award', 'dated', '25.10.2008', 'passed', 'in', 'Mvc', 'No.189/2006', '(Old', 'No.641/2006)', 'on', 'the', 'file', 'of', 'the', 'Civil', 'Judge', '(Sr.Dn)', 'and', 'Motor', 'Accident', 'Claims', 'Tribunal,', 'Harihar,', 'partly', 'allowing', 'the', 'claim', 'petition', 'for', 'compensation', 'and', 'seeking', 'enhancement', 'of', 'compensation.', 'These', 'Appeals', 'coming', 'for', 'hearing', 'on', 'this', 'day,', 'the', 'court', 'delivered', 'the', 'following:', ':4:', 'Judgment']"
