,overall_text,start,end,text,label
7351,These being: Johars (mass suicides or self immolation) of ladies from the royal houses to avoid being dishonoured by the enemies; Sati (self-immolation by the widow on the brning   pure of her deceased husband); Samadhi (termination of one's life by self-restraint on breathing); Prayopaveshan (starving unto death); and Atmarpana (self-sacrifice).,[],[],[],[]
7352,"Under :S. 37 of the Act, the Central Government has made rules called the Central Excise Rules, 1944 (hereinafter to be referred as the ,Rules).","[7, 29, 74]","[12, 47, 100]","['S. 37', 'Central Government', 'Central Excise Rules, 1944']","['PROVISION', 'ORG', 'STATUTE']"
7353,"(iii) Whether the word ""evidence"" used in Section 319(1) CrPC has been used in a comprehensive sense and includes the evidence collected during in- vestigation or the word ""evidence"" is limited to the evidence recorded during trial?","[42, 57]","[56, 61]","['Section 319(1)', 'CrPC']","['PROVISION', 'STATUTE']"
7354,"In compliance with this order, respondent No. 1 deposited a sum of Rs. 1,65,000/- on May 3, 1976, vide challan No. 18 (Bank) dated May 3, 1976 and by his letter of the even date, he requested the Sub- Divisional Officer, Sahibganj, to issue the Patta of settlement of the Jalkar for the years 1976-77 and 1977-78 in his favour.","[85, 131, 221]","[96, 142, 230]","['May 3, 1976', 'May 3, 1976', 'Sahibganj']","['DATE', 'DATE', 'GPE']"
7355,"The Council of Ministers in the cabinet discussed the proposal for the appointment of Shri Banerji (respondent No. 2), The Chief En-.gineer of Irrigation Department, to the post of Chief Engineer, Kosi Project and it was further ordered by the Cabinet that Shri B. D. Pandey, the Chief Secretary should examine the matter thoroughly and then give his recommendation.","[91, 262]","[98, 274]","['Banerji', 'B. D. Pandey']","['RESPONDENT', 'OTHER_PERSON']"
7356,"Kennedy, C. J., expressed his view at page 32 that it was impossible to say that the meaning of the expression "" legal proceedings "" was in itself and by itself clear and unambiguous and followed the dictum of Lord Esher in Rex v. City of London Court(2):-",[],[],[],[]
7357,"(h) Bruise 1"" above left patel 1"" x 1"".",[],[],[],[]
7358,"Against this order, appeals were preferred by 18 claimants for permits before the State Transport Appellate Tribunal (hereinafter called ""the Appellate Tribunal); amongst them was the appellant Syed Yakoob and respondent No. 1 K.S. Radhakrishnan.","[194, 227]","[205, 245]","['Syed Yakoob', 'K.S. Radhakrishnan']","['PETITIONER', 'RESPONDENT']"
7359,It is not as a rule wise to express any opinion on points which are not strictly necessary to the decision of a case.,[],[],[],[]
7360,"In the case of Madhu Bala v Suresh Kumar and others, (1997) 8 SCC 476, the Supreme Court held that the police is duty bound to register a case and then investigate into it at once and an order under Section 156(3) is made as the Magistrate has the jurisdiction to ask the police to register a case and investigate the same in accordance with law.","[15, 75, 199]","[69, 88, 213]","['Madhu Bala v Suresh Kumar and others, (1997) 8 SCC 476', 'Supreme Court', 'Section 156(3)']","['PRECEDENT', 'COURT', 'PROVISION']"
7361,The shop of PW-19 is by the side of the house of D1 and D2.,[],[],[],[]
7362,"There is no scope for, and no room for the exercise of any discretion by, the Court to say that, there articles of the Constitution notwithstanding, they would treat the legislation to be valid for a certain period or for certain purposes.",[119],[131],['Constitution'],['STATUTE']
7363,"Similarly, PW-8 [Babu Singh] also stated as under:-
 ""... In order to avoid a conflict, Kharak Singh, Malkiat Singh and Chanchal Singh tried to intervene.","[17, 88, 102, 120]","[27, 100, 115, 134]","['Babu Singh', 'Kharak Singh', 'Malkiat Singh', 'Chanchal Singh']","['WITNESS', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON']"
7364,"In order to support this, it is stated that as per Clause 9 of the General Power of Attorney, the plaintiff no.1 was empowered to sell the suit property.",[51],[59],['Clause 9'],['PROVISION']
7365,"Evatt J. in a separate judgment dissented from the view and held that under the guise of executing the powers under section 96 of the Constitution, the legislature had really violated the constitutional prohibition laid down in section 51(ii) of the Constitution.","[0, 116, 134, 228, 250]","[5, 126, 146, 242, 262]","['Evatt', 'section 96', 'Constitution', 'section 51(ii)', 'Constitution']","['JUDGE', 'PROVISION', 'STATUTE', 'PROVISION', 'STATUTE']"
7366,It is pertinent to note that the complainant Om Parkash Bhardwaj has examined himself as CW­1 and has specifically stated in his evidence affidavit Ex. CW1/A that he has got issued the legal demand notice Ex. CW1/3 to the accused through registered post and UPC.,[45],[64],['Om Parkash Bhardwaj'],['WITNESS']
7367,"The reasoning adopted by Shri Shailesh Gandhi, the learned Central Information Commissioner for taking a view contrary to that taken by Sh. A.N. Tiwari in his order dated 12.04.2007 (which has been extracted hereinabove), does not appeal to me.","[30, 140, 171]","[45, 151, 181]","['Shailesh Gandhi', 'A.N. Tiwari', '12.04.2007']","['OTHER_PERSON', 'OTHER_PERSON', 'DATE']"
7368,"On 7.2.2011 and 8.3.2011, the first respondent issued a show cause notice for the year 2007-08 and 2008-09 under the CST Act proposing to complete assessment among others on the products on which advance ruling was sought proposing to levy a tax on a net turnover of Rs.19,54,24,967/- and Rs.30,15,59,241/- respectively at the applicable rates.","[3, 16, 117]","[11, 24, 124]","['7.2.2011', '8.3.2011', 'CST Act']","['DATE', 'DATE', 'STATUTE']"
7369,"One such candidate, appellant	V.M.
Bansal, who had initially indicated his first preference for the  post  of Excise & Taxation Officer,  intimated  to	 the Commission,  but undisputedly before the declaration of	 the result, that he wanted change of his preference so that	 his first  preference  was of Punjab  Civil	 Service  (Executive Branch).","[30, 305]","[41, 311]","['V.M.\nBansal', 'Punjab']","['PETITIONER', 'GPE']"
7370,"It is also clear that on 17th May, 2011, a tender notice was issued for the remaining two works, namely, maintenance and operation of IT system and supply of manpower for the purpose of recording of transaction details.",[25],[39],"['17th May, 2011']",['DATE']
7371,"In the circumstances, the petitioner made an application for permission to proceed on leave available to him, but his prayer for leave was also refused.",[],[],[],[]
7372,"Since the direction, as contained in order, dated 12.03.2008, passed in C.W.J.C. No. 10863 of 2005, were not complied with, the appellants filed an application seeking drawing of proceeding of Contempt of Court against the respondent University.","[50, 72]","[60, 98]","['12.03.2008', 'C.W.J.C. No. 10863 of 2005']","['DATE', 'CASE_NUMBER']"
7373,"(g) Details regarding the assessment of hand writing, done by the outside agency, who had evaluated the hand writing of the candidates.",[],[],[],[]
7374,"they would be interrogated at length by the police, and when the interrogation cannot be completed within twenty Jour hours of arrest, the police will file cm application hejbre the Court for remand to police custody.",[],[],[],[]
7375,"That petition was directed against an order of the Board of Revenue, Madhya Pradesh, dated 8th February, 1957, whereby its own earlier order dated 15th February, 1951, confirming the sale of malik-makbuza plot No. 32 of village Gorakh-pur, together with a house standing thereon, was reviewed, the confirmation of sale was set aside and a fresh confirmation of that sale was interdicted. 
 2.","[51, 91, 147, 228]","[83, 109, 166, 238]","['Board of Revenue, Madhya Pradesh', '8th February, 1957', '15th February, 1951', 'Gorakh-pur']","['ORG', 'DATE', 'DATE', 'GPE']"
7376,"Hence,  while applying the decision  to a  later case,	 the Court  which 18 dealing with lt	 should carefully  try to certain the true principle laid down  by the  previous decision.",[],[],[],[]
7377,(xi) Contusion 1 c.m. x 1 1/2 c.m. on right index finger.,[],[],[],[]
7378,Appellant Raj Pal attempted to lift the body but could not and then Gurbachan Singh brought a bamboo ladder and with the help of ladder they dumped the dead body in the sceptic tank situated on the southern side of the bungalow compound of Suresh.,"[10, 68, 240]","[17, 83, 246]","['Raj Pal', 'Gurbachan Singh', 'Suresh']","['PETITIONER', 'OTHER_PERSON', 'OTHER_PERSON']"
7379,"A liquid state was not an essential characteristic of a vegetable oil ; the mere fact that hydrogenation made it semisolid did not alter its character as an oil.



JUDGMENT:
CIVIL APPELLATE JURISDICTION: Civil Appeal No. 498 of 1958.",[205],[233],['Civil Appeal No. 498 of 1958'],['CASE_NUMBER']
7380,"It obtained seven permissions from the Government of India under the Foreign Contribution (Regulation) Act, 2010 and its activities involved around Rs.200 Crores.","[39, 69]","[58, 112]","['Government of India', 'Foreign Contribution (Regulation) Act, 2010']","['ORG', 'STATUTE']"
7381,"I attest to the accuracy and integrity of this document CWP No.10017 of 2011 and connected petitions 51 them i.e. Pawan Kumar petitioner No.2 has served from 1st August, 1999 to 16th March, 2000 when he was terminated but returned with a Labour Court award dated 18th April, 2006.","[56, 114, 158, 178, 263]","[76, 125, 174, 194, 279]","['CWP No.10017 of 2011', 'Pawan Kumar', '1st August, 1999', '16th March, 2000', '18th April, 2006']","['CASE_NUMBER', 'PETITIONER', 'DATE', 'DATE', 'DATE']"
7382,"Among those cases, the Deceased was convicted on 03.06.1997 in a case relating to Section 3 and Section 5 of the TADA Act.","[49, 82, 113]","[59, 105, 121]","['03.06.1997', 'Section 3 and Section 5', 'TADA Act']","['DATE', 'PROVISION', 'STATUTE']"
7383,"At page 2 of the order of the Transfer Pricing Officer it records that the assessee has recorded international transactions with two of its associates, namely, principal ""NGC Asia"" and ""FOX"".","[171, 186]","[179, 189]","['NGC Asia', 'FOX']","['ORG', 'ORG']"
7384,"[80B-F]
    The abrupt observation of this Court in (1990) 1 SCC 109 was  without a preceding discussion, and  inconsistent	with the  reasoning	adopted by this Court in  earlier  decisions from which no dissent was expressed on the point.",[52],[68],['(1990) 1 SCC 109'],['PRECEDENT']
7385,"On the date of the death, P.W.5 also accompanied the others to the village where she found the deceased with injuries and the accused were not available then.",[],[],[],[]
7386,"The following hundi loans were not investigated by the ITO : 
 Rs. 

 (a) Lakhmichand 15,000  
  
 (b) Narayandas 15,000  
  
 (c) Ramchand 10,000  
  
 (d) Narsumal 16,000  
  
 (e) Bhagwandas P. 

 10,000  
  
 (f) Mohan Singh 15,000  
  
 (g) Bhagwandas S. 

 10,000  
  
 (h) Dondaram 5,000  
  
 (i) Narayan Singh 20,000 The records should be examined carefully and investigations also completed quickly for taking action Under Section 147. 

 Asstt. yrs. 1960-61 and 1961-62 :","[74, 103, 131, 157, 183, 217, 246, 280, 305, 433]","[85, 113, 139, 165, 196, 228, 259, 288, 318, 444]","['Lakhmichand', 'Narayandas', 'Ramchand', 'Narsumal', 'Bhagwandas P.', 'Mohan Singh', 'Bhagwandas S.', 'Dondaram', 'Narayan Singh', 'Section 147']","['OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'PROVISION']"
7387,On 3.5.1991 Arivu (A-18) met Sivarasan in India and at that time deceased accused Gokul @ Nero and Murugan (A-3) were also with him.,"[3, 12, 29, 42, 82, 99]","[11, 17, 38, 47, 94, 106]","['3.5.1991', 'Arivu', 'Sivarasan', 'India', 'Gokul @ Nero', 'Murugan']","['DATE', 'PETITIONER', 'OTHER_PERSON', 'GPE', 'OTHER_PERSON', 'PETITIONER']"
7388,"In response, one Rosiah Radrigo who is P. W. 3 and who had experience of this route, was sent and Ibrahim and Rosiah joined the boat at about 3 p.m. on 3-1-1946.","[17, 98, 110, 152]","[31, 105, 116, 160]","['Rosiah Radrigo', 'Ibrahim', 'Rosiah', '3-1-1946']","['WITNESS', 'OTHER_PERSON', 'OTHER_PERSON', 'DATE']"
7389,The view that expression by means of motion pictures is not included within the free speech & free press guarantee of the Amendments was expressly overruled in the case of 'Burstyn' (C).,[],[],[],[]
7390,"The Provident Fund Act, 1925 is a Central Enactment and it extends to the whole of India.","[4, 83]","[28, 88]","['Provident Fund Act, 1925', 'India']","['STATUTE', 'GPE']"
7391,Other States in India also enacted similar Acts.,[16],[21],['India'],['GPE']
7392,A suit can be filed by the title holder for recovery of possession or it can be one for ejectment of an ex-lessee or for mandatory injunction requiring a person to remove himself or it can be a suit under Section 6 of the Specific Relief Act to recover possession.,"[205, 222]","[214, 241]","['Section 6', 'Specific Relief Act']","['PROVISION', 'STATUTE']"
7393,"He shall, in addition, pay ` 15,000/- as fine, which shall be given over to the victim, as compensation, by the State.",[],[],[],[]
7394,"P. W. 3 Jhinku Jadav, who was the driver of the lorry belonging to the respondent and who was present at the time of accident, also corroborated P. W. 7 when he said that the bus came from north and entered the Estate towards west when the accident took place.",[8],[20],['Jhinku Jadav'],['WITNESS']
7395,In a case of this nature this court should not even exercise its jurisdiction under Article 142 of the Constitution of India on misplaced sympathy.,"[84, 103]","[95, 124]","['Article 142', 'Constitution of India']","['PROVISION', 'STATUTE']"
7396,"We would, however, like to add that the com- pany being an artificial legal person cannot, as held by this Court in The State Trading Corporation of India Ltd., v. Commercial Tax Officer Visakhapatnam & Ors.(1),claim the benefit of the provisions of Art. 19(1)(g) though appellant No. 2 Balasubramanian can do so.","[120, 250, 287]","[200, 263, 302]","['State Trading Corporation of India Ltd., v. Commercial Tax Officer Visakhapatnam', 'Art. 19(1)(g)', 'Balasubramanian']","['PRECEDENT', 'PROVISION', 'PETITIONER']"
7397,"Where neither clause (a) nor clause (b) applies, either because there is no agreement or because there is no controlled price, the seller has to be paid, as per clause (c), a price calculated at the market rate prevailing in the locality at the date of the sale.",[],[],[],[]
7398,"It was observed by the AO that entire property No. G-14, Hauz Khas, was taken on rent by Stanley International Holdings Inc., a foreign company which paid total sum of Rs. 1.20 crores to Rajhans Developers (P) Ltd.","[57, 89, 187]","[66, 124, 214]","['Hauz Khas', 'Stanley International Holdings Inc.', 'Rajhans Developers (P) Ltd.']","['GPE', 'ORG', 'ORG']"
7399,"Kashmirasingh Kalusingh Sikh, resident of Nara had given shelter to the intruders in return for money, out of which he had spent a five hundred rupee-note at the shop of Mallucksingh Gurdayalsingh.","[0, 42, 170]","[28, 46, 196]","['Kashmirasingh Kalusingh Sikh', 'Nara', 'Mallucksingh Gurdayalsingh']","['OTHER_PERSON', 'GPE', 'OTHER_PERSON']"
7400,"Thai what was done by accused appellant Dhruvendra Singh in the house of accused appellant Shivmuni, it was done with the help of accused appellant Shivmuni and hence, he abelted the commission of rape.","[40, 91, 148]","[56, 99, 156]","['Dhruvendra Singh', 'Shivmuni', 'Shivmuni']","['PETITIONER', 'PETITIONER', 'PETITIONER']"
7401,"It is apt to quote the following observations from judgment of Apex Court:
The Kottayam Bank not being a party to the deed was not bound by the covenants in the deed, nor could it enforce the covenants.","[63, 79]","[73, 92]","['Apex Court', 'Kottayam Bank']","['COURT', 'ORG']"
7402,"Article 329(b) of the Constitution reads as under:
 ""329.","[0, 22]","[14, 34]","['Article 329(b)', 'Constitution']","['PROVISION', 'STATUTE']"
7403,"But once the statute prescribes the minimum penalty without giving any discretion in favour of the adjudicating authority, then one has to go by the provisions of the Act.",[],[],[],[]
7404,The issues framed give an idea of the cases set up on behalf of the two sides.,[],[],[],[]
7405,Any information sought by the manufacturer may be given to him at the hearing in terms of what we have said in the judgment.,[],[],[],[]
7406,"It is, prima facie, clear to me that during the interregnum period when the application of the plaintiff is Pending for consideration by the registrar of trademarks, the dishonest persons cannot be allowed to make use of the said trademark in order to get themselves illegally enriched earning upon the reputation built up qua that trademark by the predecessors-in-interest of the plaintiff.",[],[],[],[]
7407,"Vijayan (A-12) took photographs of Subha, Dhanu and Sivarasan together.","[0, 35, 42, 52]","[7, 40, 47, 61]","['Vijayan', 'Subha', 'Dhanu', 'Sivarasan']","['PETITIONER', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON']"
7408,"RAJIV SHAKDHER, J. 

May 14, 2009 VIKRAMAJIT SEN, J. mb/da","[0, 21, 34]","[14, 33, 48]","['RAJIV SHAKDHER', 'May 14, 2009', 'VIKRAMAJIT SEN']","['JUDGE', 'DATE', 'JUDGE']"
7409,"As per the order passed by the learned Additional District Judge, Amritsar dated 13.3.2003, the petitioner was directed to appear in the office of the Chairman and Managing Director of the Corporation on 2.5.2003 at 11.00 a.m. on which date he did appear, which fact is not in   dispute.","[66, 81, 204]","[74, 90, 212]","['Amritsar', '13.3.2003', '2.5.2003']","['GPE', 'DATE', 'DATE']"
7410,"It is further trite that despite an extra-ordinary constitutional jurisdiction contained in Article 142 of the Constitution of India, this Court ordinarily would not pass an order, which would be in contravention of a statutory provision.","[92, 111]","[103, 132]","['Article 142', 'Constitution of India']","['PROVISION', 'STATUTE']"
7411,We accordingly reject the arguments of the learned counsel for the appellants.,[],[],[],[]
7412,(v) The trade or business of the firm is controlled and there is no scope for the firm to carry on clandestine business year after year.,[],[],[],[]
7413,In both the cases the assessees were non-resident companies and followed the system of accounting that obtained in the American commercial world.,[],[],[],[]
7414,"I am of the opinion that the plaintiffs in this case cannot be granted advantage of Section 53A of the Transfer of Property Act.""    
 16.","[84, 103]","[95, 127]","['Section 53A', 'Transfer of Property Act']","['PROVISION', 'STATUTE']"
7415,"While climbing a slope the appellant No. 1 Dattu Nathu Kudekar, who was driving the vehicle lost control over its motion, as a result of which the truck fell back in a ditch and Makna Siska and Magan Mansing Chhobla died on the, spot; while other claimants received injuries.","[43, 178, 194]","[62, 189, 215]","['Dattu Nathu Kudekar', 'Makna Siska', 'Magan Mansing Chhobla']","['PETITIONER', 'OTHER_PERSON', 'OTHER_PERSON']"
7416,The view taken by learned Special Judge that notice under Section 50 was not a notice in the eyes of law is clearly an illegal view.,[58],[68],['Section 50'],['PROVISION']
7417,"Examining the material on record, the Tribunal held that the claimants have proved that deceased person, that is, Sampath died due to the injuries sustained by him in the accident which did take place on 2.2.1988, on Bangalore-Madras road.","[114, 204, 217, 227]","[121, 212, 226, 233]","['Sampath', '2.2.1988', 'Bangalore', 'Madras']","['OTHER_PERSON', 'DATE', 'GPE', 'GPE']"
7418,"affidavit referred to in the proviso to sub-section (i) of section 83 shall be sworn before a Magistrate of the First Class or a notary or a Commissioner on oaths and shall be in form 25"". 

20.",[40],[69],['sub-section (i) of section 83'],['PROVISION']
7419,They have been directed to inform the Resident Welfare Association representatives of the programme before actually commencing the tree trimming activity.,[],[],[],[]
7420,"It is based on the English principle emanating from the dictum of Lord Justice Tindal in the trial of Frost and eleven others in the Monmouth Special Commission, 1839 reported in R. v. Frost, (1839) 9 C and P 129.",[],[],[],[]
7421,"It is only when the order is passed by a Special Officer in discharging of his statutory public duty, a Writ can be issued under Article 226 of the Constitution of India.","[129, 148]","[140, 169]","['Article 226', 'Constitution of India']","['PROVISION', 'STATUTE']"
7422,"When the matter was heard by Verma, C.J., on a reference occasioned by the difference of opinion between the two learned Judges on the Division Bench, it was again argued that both Articles 16(1) and 311(2) had been infringed.","[29, 181]","[34, 206]","['Verma', 'Articles 16(1) and 311(2)']","['JUDGE', 'PROVISION']"
7423,"Thus, the equity, fair play and justice demands that respondent Laxmichand should be allotted an alternate plot and probably that weighed with the appellant U.I.T. and, therefore, it decided to offer a plot in Saraswati Nagar, Jodhpur to him.","[64, 157, 227]","[74, 163, 234]","['Laxmichand', 'U.I.T.', 'Jodhpur']","['RESPONDENT', 'PETITIONER', 'GPE']"
7424,"Per contra, Mr. Sakya Sen, learned counsel appearing for the plaintiff/opposite party also referred to a decision in case of Mayar (H.K.) Ltd. & Ors. vs. Owners & Parties, Vessel M.V. Fortune Express & Ors. reported in (2006) 3 Supreme Court Cases 100 and invited my attention to head note 5.","[16, 125]","[25, 251]","['Sakya Sen', 'Mayar (H.K.) Ltd. & Ors. vs. Owners & Parties, Vessel M.V. Fortune Express & Ors. reported in (2006) 3 Supreme Court Cases 100']","['OTHER_PERSON', 'PRECEDENT']"
7425,"Powers of the Union and the States are further curtailed by conferring the right to enforce fundamental rights contained in Part III by moving the Supreme Court for a suitable relief See generally, Kania C.J. in A.K. Gopalan v. The State [1950] S.C.R. 88 at pp. 96-97, Article 32 itself has been constituted a fundamental right.","[147, 198, 212, 269]","[160, 203, 254, 279]","['Supreme Court', 'Kania', 'A.K. Gopalan v. The State [1950] S.C.R. 88', 'Article 32']","['COURT', 'JUDGE', 'PRECEDENT', 'PROVISION']"
7426,"The Ld. Amicus Curiae had submitted that as per the rukka Ex.PW11/B the incident took place at the house of accused at 1/733 Rehman Building, Shahdara.",[142],[150],['Shahdara'],['GPE']
7427,"In March, 2001, Late Ram Pyari had injured her back before traveling to United States of America but despite that she undertook twenty hour journey primarily because of the love and affection for respondent No.2 and her faith that respondent No.2 would get her better treatment.","[21, 72]","[30, 96]","['Ram Pyari', 'United States of America']","['OTHER_PERSON', 'GPE']"
7428,"Pradeep Kumar Verma v. State of Bihar & Anr., AIR 2007 SC 3059, and came to the conclusion that in the event that the accused's promise is not false and has not been made with the sole intention to seduce the prosecutrix to indulge in sexual acts, such an act(s) would not JUDGEMENT 8 | P a g e State Vs. Dildar amount to rape.",[0],[62],"['Pradeep Kumar Verma v. State of Bihar & Anr., AIR 2007 SC 3059']",['PRECEDENT']
7429,"This appeal arises out of the following facts:
One Sheo Janam Prasad happened to be the owner of a shop for miscellaneous articles (Parchun dealer) in Arrah town near Gopali Chawk.","[51, 151]","[68, 156]","['Sheo Janam Prasad', 'Arrah']","['OTHER_PERSON', 'GPE']"
7430,In the last general election the appellant Kidwai was a candidate from the constituency on Congress ticket.,[43],[49],['Kidwai'],['PETITIONER']
7431,"Hon'ble Supreme Court of India in Ranjit Singh and Co. v. State of Punjab, 2006 (13) SCC 130, also held that dying declaration, can be sole basis for conviction, if reliable.","[8, 34]","[30, 92]","['Supreme Court of India', 'Ranjit Singh and Co. v. State of Punjab, 2006 (13) SCC 130']","['COURT', 'PRECEDENT']"
7432,The Magistrate on the said application discharge them/.,[],[],[],[]
7433,A piece of flesh was taken in possession from point-B vide recovery memo Ex.PL.,[],[],[],[]
7434,"In considering the scope of the word ""industry"", as defined in the Act, the Supreme Court observed in the case of State of Bombay v. Hospital Mazdoor Sabha, : 
 ""Prima facie if the definition has deliberately used words of such wide import, it would be necessary to read those words in their wide denotation.""","[76, 114]","[89, 155]","['Supreme Court', 'State of Bombay v. Hospital Mazdoor Sabha']","['COURT', 'PRECEDENT']"
7435,"The petitioner sent the following reply to the above letter, on July 5, 1963: 
 ""With reference to the above I have to state that I have already submitted to you a letter from Messrs. Benson Watch Co., 31, Dharamtolla Street, Calcutta regarding the purchase of some watches from them.","[64, 184, 226]","[76, 200, 234]","['July 5, 1963', 'Benson Watch Co.', 'Calcutta']","['DATE', 'ORG', 'GPE']"
7436,"Since only copy of these documents have been placed on record which to my assessment do not establish any legal title of plaintiff even prima facie. 
16.",[],[],[],[]
7437,Payment vouchers of Lilavati Hospital Trust confirmed that it was dubious transaction 8 WP1937.10.doc as the Trust had nothing to do with the purported Deed of Assignment.,[20],[43],['Lilavati Hospital Trust'],['ORG']
7438,The decision of such questions is for the Income-tax Appellate Tribunal and the decision must be sustained if there is evidence upon which the Tribunal could have arrived at such a conclusion.,[],[],[],[]
7439,"The learned Magistrate has chosen to adopt the latter course and has treated the protest petition filed by the Appellant as a complaint under Section 200 of the Code and has thereafter proceeded under Section 202, Cr.P.C. and kept the matter with himself for an inquiry in the facts of the CR No. 104/14 Satinder Singh Saini & Ors Vs GPS Properties Pvt. Ltd. & Ors.","[142, 201, 214, 304]","[153, 212, 221, 358]","['Section 200', 'Section 202', 'Cr.P.C.', 'Satinder Singh Saini & Ors Vs GPS Properties Pvt. Ltd.']","['PROVISION', 'PROVISION', 'STATUTE', 'PRECEDENT']"
7440,"Then, the exact point as to the interrelations of these two provisions had been the subject of an express declaration of law by the Supreme Court in a previously decided case to which Bhagwati J. himself was a party.","[132, 184]","[145, 192]","['Supreme Court', 'Bhagwati']","['COURT', 'JUDGE']"
7441,"In fact, both the Attorney-General and the Solicitor-General had frankly conceded and voluntarily produced the documents before the court for inspection in order to judge whether the disclosure of the documents would injure the public interest.",[],[],[],[]
7442,"There must be an order of the Court setting aside an award or there must be an order of the Court declaring that the arbitration agreement shall cease to have effect, and the period between the commencement of the arbitration and the date of this order is the period that has got to be excluded.",[],[],[],[]
7443,"For Gujrat view see Naren Anappa Shethi v. Jayantilal Shah, .",[20],[58],['Naren Anappa Shethi v. Jayantilal Shah'],['PRECEDENT']
7444,"Particularly, it is contended, it is not open to the assessee to take up the contention that the CIT did not independently apply his mind before taking action under Section 263 and had acted on the dictates or instructions of his superiors, viz., CBDT.","[165, 247]","[176, 251]","['Section 263', 'CBDT']","['PROVISION', 'ORG']"
7445,"CAB further stated that purely in deference to DD's sensitivity about taking signal from TWI, CAB would be quite happy to allow DD to produce its own picture of matches and DD may like to buy rights and licenses from CAB at 'a price which will be mutually agreed upon, and that these rights would be on nonexclusive basis on Indian territory.","[0, 47, 94, 128, 173, 217, 325]","[3, 51, 97, 130, 175, 220, 331]","['CAB', ""DD's"", 'CAB', 'DD', 'DD', 'CAB', 'Indian']","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'GPE']"
7446,"When even the Revenue Department is unable to establish clarity of title or possession, the police cannot come out with an accusation that the petitioners have wrongfully dispossessed any tribal.",[],[],[],[]
7447,The finding given as a result of the preliminary inquiry will not be res judicata between the parties and would be liable to be questioned collaterally either by a civil suit or by a writ petition.,[],[],[],[]
7448,"In 1971, respondent No. 1 was promoted to the cadre of Rajasthan Administrative Service.",[],[],[],[]
7449,"Section 46, Provincial Insolvency Act, and section 47, Presidency Towns Insolvency Act, deal with this matter in the way indicated above.""","[0, 12, 43, 55]","[10, 37, 53, 86]","['Section 46', 'Provincial Insolvency Act', 'section 47', 'Presidency Towns Insolvency Act']","['PROVISION', 'STATUTE', 'PROVISION', 'STATUTE']"
7450,"CW-5, Rajkumar and CW-6, Mariappa Reddy were working in the seminary and they are competent witnesses.","[6, 25]","[14, 39]","['Rajkumar', 'Mariappa Reddy']","['WITNESS', 'WITNESS']"
7451,"PAVITHRA K D/O LAKSHMAN PUJARI K BANERE COMPOUND, ULLANDI PUTTUR, DAKSHINA KANNADA - 574 201 69.",[0],[10],['PAVITHRA K'],['OTHER_PERSON']
7452,"Similarly, in Gujarat State Financial Corporation Vs. Lotus Hotels Pvt. Ltd., AIR 1983 SC 848, the Supreme Court held that the State cannot commit breach of a solemn undertaking on which the other side has acted and then contend that the party suffering by a breach of contract may sue for damages but cannot compel specific performance of the contract.","[14, 99]","[93, 112]","['Gujarat State Financial Corporation Vs. Lotus Hotels Pvt. Ltd., AIR 1983 SC 848', 'Supreme Court']","['PRECEDENT', 'COURT']"
7453,The selection committee interviewed the remaining 17 candidates and finally recommended Dr.Sravanthy and Dr.Gowda for appointment to    these posts.,"[91, 108]","[100, 113]","['Sravanthy', 'Gowda']","['OTHER_PERSON', 'OTHER_PERSON']"
7454,"v. State of Haryana was given by G.C. Mittal, J. in R.F.A. No. 985 of 1981 decided on 18.5.1982 pertaining to the acquisition of 8.59 acres of land situated in village Patti Mehar.","[12, 33, 52, 86, 168]","[19, 44, 74, 95, 179]","['Haryana', 'G.C. Mittal', 'R.F.A. No. 985 of 1981', '18.5.1982', 'Patti Mehar']","['GPE', 'JUDGE', 'CASE_NUMBER', 'DATE', 'GPE']"
7455,"The contention of the appellant was that by the order dated 29th November, 1971, the forest department had dereserved the said land from the reserved area and had allotted the land for the quarrying purpose to the appellant.",[60],[79],"['29th November, 1971']",['DATE']
7456,"After perusal of the record it appears that after filing of the appeals in the year 2008, the prayer for bail of appellants Manish Kumar, Chandan Kumar and Pankaj Kumar Thakur was rejected Patna High Court CR.","[124, 138, 156, 189]","[136, 151, 175, 205]","['Manish Kumar', 'Chandan Kumar', 'Pankaj Kumar Thakur', 'Patna High Court']","['PETITIONER', 'PETITIONER', 'PETITIONER', 'COURT']"
7457,So the statutory provisions and judicial decisions are so clear that under Christian law in India a child does not include illegitimate child and therefore such child is not entitled to a share in the property of the deceased parents.,[92],[97],['India'],['GPE']
7458,Sri Siva Subramanium appearing for the State of Tamil Nadu supported the Mandal Commission Report in its entirety.,"[4, 39, 73]","[20, 58, 90]","['Siva Subramanium', 'State of Tamil Nadu', 'Mandal Commission']","['OTHER_PERSON', 'ORG', 'ORG']"
7459,"Prior to October 1, 1953, the area wherein the appellants carried on business formed part of the State of Madras, and on that date the- State of Andhra was constituted, and the area in question fell within that State.","[9, 97, 145]","[24, 112, 151]","['October 1, 1953', 'State of Madras', 'Andhra']","['DATE', 'ORG', 'GPE']"
